time, Quad.Est.E.Pos, Quad.Est.S.Z
4.634847,0.066049,0.377809
4.639846,0.065879,0.377917
4.644846,0.065600,0.378078
4.649846,0.065406,0.378186
4.654845,0.065095,0.378349
4.659845,0.064882,0.378457
4.664845,0.064540,0.378622
4.669844,0.064312,0.378731
4.674844,0.063941,0.378897
4.679843,0.063683,0.379008
4.684843,0.063295,0.379175
4.689843,0.063014,0.379286
4.694842,0.062604,0.379455
4.699842,0.062307,0.379567
4.704842,0.033942,0.378539
4.709841,0.033356,0.378643
4.714841,0.032491,0.378799
4.719841,0.031936,0.378904
4.724840,0.031097,0.379062
4.729840,0.030548,0.379168
4.734839,0.029721,0.379327
4.739839,0.029157,0.379434
4.744839,0.028280,0.379594
4.749838,0.027688,0.379702
4.754838,0.026786,0.379864
4.759838,0.026179,0.379973
4.764837,0.025275,0.380136
4.769837,0.024700,0.380245
4.774837,0.023842,0.380410
4.779836,0.023254,0.380521
4.784836,0.022416,0.380687
4.789835,0.021894,0.380798
4.794835,0.021137,0.380966
4.799835,0.020598,0.381078
4.804834,0.036790,0.380053
4.809834,0.036482,0.380157
4.814834,0.036077,0.380313
4.819833,0.035808,0.380417
4.824833,0.035388,0.380575
4.829833,0.035062,0.380680
4.834832,0.034625,0.380839
4.839832,0.034345,0.380945
4.844831,0.033917,0.381105
4.849831,0.033619,0.381212
4.854831,0.033141,0.381373
4.859830,0.032787,0.381482
4.864830,0.032262,0.381644
4.869830,0.031918,0.381753
4.874829,0.031381,0.381918
4.879829,0.031048,0.382027
4.884829,0.030528,0.382193
4.889828,0.030192,0.382304
4.894828,0.029640,0.382471
4.899827,0.029241,0.382583
4.904827,0.035939,0.381562
4.909827,0.036011,0.381665
4.914826,0.036356,0.381820
4.919826,0.036831,0.381924
4.924826,0.037137,0.382081
4.929825,0.037307,0.382186
4.934825,0.037627,0.382344
4.939825,0.037906,0.382450
4.944824,0.038217,0.382609
4.949824,0.038438,0.382716
4.954823,0.038794,0.382877
4.959823,0.039015,0.382985
4.964823,0.039388,0.383147
4.969822,0.039694,0.383255
4.974822,0.040126,0.383419
4.979822,0.040818,0.383528
4.984821,0.041393,0.383693
4.989821,0.041502,0.383804
4.994821,0.042059,0.383970
4.999820,0.041991,0.384082
5.004820,0.054057,0.383065
5.009820,0.054135,0.383167
5.014819,0.053845,0.383322
5.019819,0.053691,0.383426
5.024818,0.053393,0.383582
5.029818,0.053115,0.383686
5.034818,0.052842,0.383844
5.039817,0.052668,0.383949
5.044817,0.052386,0.384108
5.049817,0.052181,0.384214
5.054816,0.051871,0.384375
5.059816,0.051755,0.384482
5.064816,0.051522,0.384643
5.069815,0.051409,0.384751
5.074815,0.051190,0.384914
5.079814,0.050970,0.385024
5.084814,0.050761,0.385188
5.089814,0.050478,0.385298
5.094813,0.050240,0.385464
5.099813,0.049996,0.385575
5.104813,0.086908,0.384561
5.109812,0.086910,0.384664
5.114812,0.086966,0.384818
5.119812,0.086882,0.384921
5.124811,0.086929,0.385077
5.129811,0.086908,0.385181
5.134810,0.086926,0.385338
5.139810,0.086906,0.385443
5.144810,0.086919,0.385601
5.149809,0.086933,0.385707
5.154809,0.086945,0.385866
5.159809,0.086989,0.385973
5.164808,0.087010,0.386134
5.169808,0.087011,0.386242
5.174808,0.087007,0.386404
5.179807,0.086937,0.386513
5.184807,0.086936,0.386677
5.189806,0.087093,0.386786
5.194806,0.087123,0.386951
5.199806,0.087102,0.387062
5.204805,0.102276,0.386052
5.209805,0.102237,0.386154
5.214805,0.102155,0.386308
5.219804,0.102105,0.386411
5.224804,0.102015,0.386566
5.229804,0.101968,0.386669
5.234803,0.101902,0.386826
5.239803,0.101882,0.386930
5.244802,0.101823,0.387088
5.249802,0.101773,0.387193
5.254802,0.101714,0.387352
5.259801,0.101696,0.387459
5.264801,0.101687,0.387619
5.269801,0.101714,0.387726
5.274800,0.101777,0.387888
5.279800,0.101818,0.387996
5.284800,0.101880,0.388159
5.289799,0.101923,0.388269
5.294799,0.101967,0.388433
5.299798,0.101977,0.388543
5.304798,0.083854,0.387537
5.309798,0.083823,0.387639
5.314797,0.083767,0.387792
5.319797,0.083719,0.387894
5.324797,0.083678,0.388049
5.329796,0.083648,0.388152
5.334796,0.083578,0.388308
5.339796,0.083533,0.388412
5.344795,0.083479,0.388569
5.349795,0.083449,0.388674
5.354795,0.083388,0.388832
5.359794,0.083358,0.388938
5.364794,0.083287,0.389098
5.369793,0.083228,0.389205
5.374793,0.083134,0.389366
5.379793,0.083072,0.389474
5.384792,0.082946,0.389637
5.389792,0.082833,0.389745
5.394792,0.082665,0.389909
5.399791,0.082574,0.390019
5.404791,0.080256,0.389017
5.409791,0.080343,0.389118
5.414790,0.080528,0.389270
5.419790,0.080637,0.389372
5.424789,0.080810,0.389526
5.429789,0.080922,0.389629
5.434789,0.081098,0.389784
5.439788,0.081224,0.389888
5.444788,0.081421,0.390045
5.449788,0.081564,0.390149
5.454787,0.081755,0.390307
5.459787,0.081869,0.390413
5.464787,0.082097,0.390572
5.469786,0.082262,0.390678
5.474786,0.082488,0.390839
5.479785,0.082610,0.390946
5.484785,0.082835,0.391108
5.489785,0.083002,0.391217
5.494784,0.083238,0.391380
5.499784,0.083409,0.391489
5.504784,0.073023,0.390491
5.509783,0.073081,0.390591
5.514783,0.073175,0.390743
5.519783,0.073230,0.390845
5.524782,0.073315,0.390998
5.529782,0.073358,0.391101
5.534781,0.073409,0.391255
5.539781,0.073444,0.391359
5.544781,0.073492,0.391515
5.549780,0.073529,0.391619
5.554780,0.073625,0.391776
5.559780,0.073709,0.391881
5.564779,0.073823,0.392040
5.569779,0.073879,0.392146
5.574779,0.073972,0.392306
5.579778,0.074015,0.392413
5.584778,0.074073,0.392574
5.589777,0.074115,0.392682
5.594777,0.074180,0.392845
5.599777,0.074226,0.392954
5.604776,0.103083,0.391959
5.609776,0.103341,0.392059
5.614776,0.103750,0.392211
5.619775,0.104025,0.392312
5.624775,0.104433,0.392464
5.629775,0.104689,0.392567
5.634774,0.105083,0.392721
5.639774,0.105342,0.392824
5.644773,0.105742,0.392979
5.649773,0.106009,0.393083
5.654773,0.106425,0.393239
5.659772,0.106707,0.393344
5.664772,0.107113,0.393502
5.669772,0.107382,0.393608
5.674771,0.107795,0.393767
5.679771,0.108050,0.393874
5.684771,0.108404,0.394035
5.689770,0.108598,0.394142
5.694770,0.108874,0.394304
5.699769,0.109027,0.394413
5.704769,0.106518,0.393421
5.709769,0.106638,0.393522
5.714768,0.106876,0.393672
5.719768,0.107020,0.393773
5.724768,0.107258,0.393925
5.729767,0.107401,0.394027
5.734767,0.107581,0.394180
5.739767,0.107691,0.394283
5.744766,0.107840,0.394438
5.749766,0.107955,0.394541
5.754766,0.108118,0.394697
5.759765,0.108233,0.394802
5.764765,0.108406,0.394959
5.769764,0.108548,0.395064
5.774764,0.108766,0.395223
5.779764,0.108896,0.395329
5.784763,0.109122,0.395490
5.789763,0.109295,0.395597
5.794763,0.109551,0.395758
5.799762,0.109827,0.395866
5.804762,0.114260,0.394879
5.809762,0.114470,0.394978
5.814761,0.114747,0.395129
5.819761,0.114931,0.395229
5.824760,0.115230,0.395381
5.829760,0.115427,0.395482
5.834760,0.115730,0.395635
5.839759,0.115935,0.395737
5.844759,0.116197,0.395891
5.849759,0.116356,0.395994
5.854758,0.116578,0.396150
5.859758,0.116711,0.396254
5.864758,0.116976,0.396411
5.869757,0.117147,0.396516
5.874757,0.117389,0.396674
5.879756,0.117581,0.396780
5.884756,0.117880,0.396939
5.889756,0.118087,0.397046
5.894755,0.118343,0.397207
5.899755,0.118500,0.397315
5.904755,0.097787,0.396330
5.909754,0.097980,0.396430
5.914754,0.098325,0.396579
5.919754,0.098582,0.396680
5.924753,0.098970,0.396831
5.929753,0.099271,0.396932
5.934752,0.099650,0.397084
5.939752,0.099908,0.397186
5.944752,0.100305,0.397339
5.949751,0.100558,0.397442
5.954751,0.100935,0.397597
5.959751,0.101119,0.397701
5.964750,0.101462,0.397857
5.969750,0.101750,0.397962
5.974750,0.102113,0.398119
5.979749,0.102321,0.398225
5.984749,0.102691,0.398384
5.989748,0.102998,0.398490
5.994748,0.103385,0.398650
5.999748,0.103717,0.398758
6.004747,0.090894,0.397777
6.009747,0.091293,0.397876
6.014747,0.091919,0.398025
6.019746,0.092506,0.398125
6.024746,0.093179,0.398275
6.029746,0.093525,0.398376
6.034745,0.094281,0.398528
6.039745,0.094766,0.398629
6.044744,0.095569,0.398782
6.049744,0.096102,0.398885
6.054744,0.096919,0.399039
6.059743,0.097447,0.399142
6.064743,0.098269,0.399298
6.069743,0.098829,0.399402
6.074742,0.099639,0.399559
6.079742,0.100019,0.399664
6.084742,0.100805,0.399823
6.089741,0.101143,0.399929
6.094741,0.101896,0.400088
6.099741,0.102704,0.400195
6.104740,0.088252,0.399218
6.109740,0.088448,0.399317
6.114739,0.088494,0.399465
6.119739,0.088577,0.399565
6.124739,0.088569,0.399715
6.129738,0.088570,0.399815
6.134738,0.088583,0.399966
6.139738,0.088564,0.400067
6.144737,0.088547,0.400220
6.149737,0.088545,0.400322
6.154737,0.088542,0.400475
6.159736,0.088649,0.400578
6.164736,0.088722,0.400734
6.169735,0.088950,0.400837
6.174735,0.089066,0.400994
6.179735,0.089145,0.401099
6.184734,0.089250,0.401256
6.189734,0.089374,0.401362
6.194734,0.089513,0.401521
6.199733,0.089684,0.401628
6.204733,0.096507,0.400654
6.209733,0.096840,0.400752
6.214732,0.096992,0.400900
6.219732,0.097083,0.400999
6.224731,0.097221,0.401149
6.229731,0.097393,0.401249
6.234731,0.097536,0.401399
6.239730,0.097631,0.401500
6.244730,0.097765,0.401652
6.249730,0.097818,0.401754
6.254729,0.097886,0.401907
6.259729,0.097896,0.402009
6.264729,0.097941,0.402164
6.269728,0.097972,0.402267
6.274728,0.098025,0.402423
6.279727,0.098028,0.402528
6.284727,0.098023,0.402685
6.289727,0.098045,0.402790
6.294726,0.097999,0.402949
6.299726,0.097935,0.403055
6.304726,0.099207,0.402085
6.309725,0.099363,0.402182
6.314725,0.099431,0.402330
6.319725,0.099532,0.402429
6.324724,0.099567,0.402578
6.329724,0.099618,0.402677
6.334723,0.099641,0.402827
6.339723,0.099694,0.402928
6.344723,0.099639,0.403079
6.349722,0.099616,0.403180
6.354722,0.099556,0.403333
6.359722,0.099559,0.403435
6.364721,0.099532,0.403589
6.369721,0.099468,0.403693
6.374721,0.099439,0.403848
6.379720,0.099337,0.403952
6.384720,0.099293,0.404109
6.389719,0.099440,0.404213
6.394719,0.099380,0.404371
6.399719,0.099477,0.404477
6.404718,0.103686,0.403510
6.409718,0.103715,0.403608
6.414718,0.103722,0.403755
6.419717,0.103604,0.403853
6.424717,0.103664,0.404001
6.429717,0.103772,0.404101
6.434716,0.103829,0.404250
6.439716,0.103875,0.404350
6.444715,0.103890,0.404501
6.449715,0.103885,0.404602
6.454715,0.103878,0.404754
6.459714,0.103848,0.404856
6.464714,0.103844,0.405010
6.469714,0.103837,0.405112
6.474713,0.103833,0.405267
6.479713,0.103866,0.405371
6.484713,0.103805,0.405527
6.489712,0.103841,0.405632
6.494712,0.103749,0.405789
6.499712,0.103934,0.405895
6.504711,0.109697,0.404931
6.509711,0.109796,0.405028
6.514710,0.109966,0.405174
6.519710,0.110130,0.405273
6.524710,0.110291,0.405420
6.529709,0.110471,0.405519
6.534709,0.110570,0.405668
6.539709,0.110616,0.405768
6.544708,0.110712,0.405918
6.549708,0.110812,0.406019
6.554708,0.110948,0.406171
6.559707,0.111054,0.406272
6.564707,0.111168,0.406425
6.569706,0.111265,0.406527
6.574706,0.111377,0.406682
6.579706,0.111471,0.406785
6.584705,0.111559,0.406941
6.589705,0.111636,0.407045
6.594705,0.111722,0.407202
6.599704,0.111607,0.407307
6.604704,0.112969,0.406346
6.609704,0.112962,0.406443
6.614703,0.113248,0.406589
6.619703,0.113481,0.406687
6.624702,0.113757,0.406834
6.629702,0.113991,0.406933
6.634702,0.114252,0.407081
6.639701,0.114440,0.407181
6.644701,0.114664,0.407330
6.649701,0.114805,0.407431
6.654700,0.115008,0.407582
6.659700,0.115172,0.407683
6.664700,0.115408,0.407835
6.669699,0.115523,0.407937
6.674699,0.115763,0.408091
6.679698,0.116157,0.408194
6.684698,0.116456,0.408349
6.689698,0.116870,0.408453
6.694697,0.117217,0.408609
6.699697,0.117784,0.408714
6.704697,0.118807,0.407757
6.709696,0.119012,0.407853
6.714696,0.119300,0.407999
6.719696,0.119534,0.408096
6.724695,0.119870,0.408243
6.729695,0.120078,0.408341
6.734694,0.120392,0.408489
6.739694,0.120611,0.408588
6.744694,0.120899,0.408737
6.749693,0.121106,0.408837
6.754693,0.121382,0.408988
6.759693,0.121593,0.409089
6.764692,0.121888,0.409241
6.769692,0.122071,0.409342
6.774692,0.122393,0.409496
6.779691,0.122475,0.409598
6.784691,0.122765,0.409753
6.789690,0.123103,0.409856
6.794690,0.123427,0.410012
6.799690,0.123783,0.410116
6.804689,0.113844,0.409162
6.809689,0.113675,0.409259
6.814689,0.113347,0.409404
6.819688,0.112947,0.409501
6.824688,0.112640,0.409647
6.829688,0.112425,0.409745
6.834687,0.112138,0.409892
6.839687,0.111953,0.409991
6.844687,0.111670,0.410140
6.849686,0.111471,0.410239
6.854686,0.111169,0.410389
6.859685,0.110978,0.410490
6.864685,0.110729,0.410641
6.869685,0.110561,0.410743
6.874684,0.110368,0.410895
6.879684,0.110243,0.410997
6.884684,0.110119,0.411152
6.889683,0.109927,0.411255
6.894683,0.109787,0.411410
6.899683,0.109612,0.411514
6.904682,0.112925,0.410563
6.909682,0.112949,0.410659
6.914681,0.112929,0.410803
6.919681,0.112944,0.410900
6.924681,0.112939,0.411046
6.929680,0.112953,0.411144
6.934680,0.112921,0.411290
6.939680,0.112887,0.411389
6.944679,0.112842,0.411537
6.949679,0.112807,0.411636
6.954679,0.112750,0.411786
6.959678,0.112690,0.411886
6.964678,0.112582,0.412037
6.969677,0.112516,0.412138
6.974677,0.112396,0.412290
6.979677,0.112312,0.412392
6.984676,0.112200,0.412546
6.989676,0.112145,0.412648
6.994676,0.112071,0.412803
6.999675,0.111998,0.412907
7.004675,0.140694,0.411959
7.009675,0.140759,0.412055
7.014674,0.140872,0.412199
7.019674,0.140951,0.412295
7.024673,0.141079,0.412440
7.029673,0.141186,0.412538
7.034673,0.141333,0.412684
7.039672,0.141418,0.412782
7.044672,0.141605,0.412930
7.049672,0.141744,0.413029
7.054671,0.141961,0.413178
7.059671,0.142129,0.413278
7.064671,0.142375,0.413428
7.069670,0.142542,0.413529
7.074670,0.142775,0.413680
7.079669,0.142903,0.413782
7.084669,0.143152,0.413935
7.089669,0.143289,0.414037
7.094668,0.143492,0.414192
7.099668,0.143672,0.414295
7.104668,0.121530,0.413350
7.109667,0.121475,0.413446
7.114667,0.121398,0.413589
7.119667,0.121324,0.413685
7.124666,0.121226,0.413830
7.129666,0.121161,0.413927
7.134665,0.121093,0.414073
7.139665,0.121073,0.414171
7.144665,0.121028,0.414318
7.149664,0.121017,0.414416
7.154664,0.121035,0.414565
7.159664,0.121059,0.414664
7.164663,0.121129,0.414814
7.169663,0.121187,0.414915
7.174663,0.121320,0.415066
7.179662,0.121415,0.415167
7.184662,0.121603,0.415319
7.189662,0.121759,0.415421
7.194661,0.121924,0.415575
7.199661,0.122051,0.415678
7.204660,0.133653,0.414737
7.209660,0.133893,0.414832
7.214660,0.134279,0.414975
7.219659,0.134555,0.415071
7.224659,0.135020,0.415215
7.229659,0.135341,0.415311
7.234658,0.135804,0.415457
7.239658,0.136111,0.415554
7.244658,0.136620,0.415701
7.249657,0.136961,0.415799
7.254657,0.137490,0.415947
7.259656,0.137860,0.416047
7.264656,0.138425,0.416196
7.269656,0.138819,0.416296
7.274655,0.139449,0.416447
7.279655,0.139882,0.416547
7.284655,0.140558,0.416699
7.289654,0.141031,0.416801
7.294654,0.141746,0.416954
7.299654,0.142219,0.417057
7.304653,0.165850,0.416119
7.309653,0.166184,0.416213
7.314652,0.166720,0.416356
7.319652,0.167116,0.416451
7.324652,0.167764,0.416595
7.329651,0.168231,0.416691
7.334651,0.168980,0.416836
7.339651,0.169508,0.416933
7.344650,0.170270,0.417080
7.349650,0.170806,0.417178
7.354650,0.171671,0.417325
7.359649,0.172259,0.417424
7.364649,0.173163,0.417573
7.369648,0.173800,0.417673
7.374648,0.174771,0.417823
7.379648,0.175441,0.417923
7.384647,0.176458,0.418075
7.389647,0.177122,0.418176
7.394647,0.178128,0.418329
7.399646,0.178817,0.418431
7.404646,0.166971,0.417496
7.409646,0.167482,0.417590
7.414645,0.168263,0.417732
7.419645,0.168771,0.417827
7.424644,0.169521,0.417971
7.429644,0.170033,0.418067
7.434644,0.170833,0.418211
7.439643,0.171368,0.418308
7.444643,0.172175,0.418454
7.449643,0.172735,0.418552
7.454642,0.173613,0.418699
7.459642,0.174181,0.418797
7.464642,0.174993,0.418945
7.469641,0.175520,0.419045
7.474641,0.176394,0.419194
7.479640,0.177006,0.419295
7.484640,0.177933,0.419446
7.489640,0.178559,0.419547
7.494639,0.179534,0.419699
7.499639,0.180227,0.419801
7.504639,0.168286,0.418869
7.509638,0.168972,0.418963
7.514638,0.169998,0.419104
7.519638,0.170693,0.419199
7.524637,0.171753,0.419342
7.529637,0.172466,0.419438
7.534636,0.173557,0.419582
7.539636,0.174283,0.419678
7.544636,0.175407,0.419823
7.549635,0.176173,0.419921
7.554635,0.177365,0.420067
7.559635,0.178203,0.420166
7.564634,0.179482,0.420313
7.569634,0.180350,0.420412
7.574634,0.181704,0.420562
7.579633,0.182595,0.420661
7.584633,0.183940,0.420812
7.589633,0.184845,0.420913
7.594632,0.186241,0.421065
7.599632,0.187145,0.421166
7.604631,0.175558,0.420237
7.609631,0.176547,0.420330
7.614631,0.178007,0.420472
7.619630,0.179000,0.420566
7.624630,0.180531,0.420709
7.629630,0.181561,0.420804
7.634629,0.183157,0.420947
7.639629,0.184246,0.421044
7.644629,0.185915,0.421188
7.649628,0.187061,0.421285
7.654628,0.188808,0.421432
7.659627,0.189997,0.421529
7.664627,0.191818,0.421677
7.669627,0.193020,0.421776
7.674626,0.194818,0.421924
7.679626,0.196009,0.422024
7.684626,0.197880,0.422174
7.689625,0.199116,0.422274
7.694625,0.201070,0.422426
7.699625,0.202359,0.422527
7.704624,0.145723,0.421600
7.709624,0.146522,0.421694
7.714623,0.147712,0.421835
7.719623,0.148473,0.421929
7.724623,0.149706,0.422071
7.729622,0.150550,0.422166
7.734622,0.151821,0.422309
7.739622,0.152624,0.422405
7.744621,0.153860,0.422549
7.749621,0.154682,0.422646
7.754621,0.155956,0.422791
7.759620,0.156847,0.422889
7.764620,0.158180,0.423036
7.769619,0.159087,0.423134
7.774619,0.160452,0.423283
7.779619,0.161410,0.423382
7.784618,0.162773,0.423531
7.789618,0.163710,0.423631
7.794618,0.165068,0.423782
7.799617,0.165946,0.423883
7.804617,0.101307,0.422960
7.809617,0.101914,0.423053
7.814616,0.102963,0.423193
7.819616,0.103646,0.423287
7.824615,0.104714,0.423428
7.829615,0.105426,0.423523
7.834615,0.106583,0.423666
7.839614,0.107358,0.423761
7.844614,0.108591,0.423905
7.849614,0.109447,0.424002
7.854613,0.110781,0.424147
7.859613,0.111639,0.424244
7.864613,0.112997,0.424391
7.869612,0.113806,0.424489
7.874612,0.115186,0.424636
7.879611,0.116134,0.424735
7.884611,0.117578,0.424884
7.889611,0.118677,0.424984
7.894610,0.120231,0.425134
7.899610,0.121064,0.425235
7.904610,0.072904,0.424314
7.909609,0.073614,0.424407
7.914609,0.074583,0.424547
7.919609,0.075249,0.424641
7.924608,0.076259,0.424782
7.929608,0.076943,0.424876
7.934608,0.077955,0.425018
7.939607,0.078672,0.425114
7.944607,0.079697,0.425257
7.949606,0.080411,0.425353
7.954606,0.081522,0.425498
7.959606,0.082269,0.425595
7.964605,0.083425,0.425741
7.969605,0.084273,0.425839
7.974605,0.085543,0.425986
7.979604,0.086374,0.426084
7.984604,0.087693,0.426233
7.989604,0.088802,0.426333
7.994603,0.090168,0.426482
7.999603,0.091194,0.426583
8.004604,0.100277,0.425665
8.009606,0.101058,0.425757
8.014608,0.102478,0.425897
8.019610,0.103533,0.425990
8.024612,0.104970,0.426131
8.029614,0.105908,0.426225
8.034616,0.107375,0.426367
8.039618,0.108360,0.426462
8.044621,0.109897,0.426605
8.049623,0.110954,0.426700
8.054625,0.112564,0.426845
8.059627,0.113721,0.426941
8.064629,0.115437,0.427087
8.069631,0.116463,0.427184
8.074633,0.118198,0.427331
8.079635,0.119369,0.427429
8.084637,0.121159,0.427577
8.089639,0.122311,0.427677
8.094641,0.124101,0.427826
8.099643,0.125660,0.427926
8.104645,0.100903,0.427011
8.109647,0.101515,0.427103
8.114649,0.102345,0.427242
8.119651,0.102983,0.427335
8.124653,0.103814,0.427475
8.129655,0.104432,0.427569
8.134657,0.105277,0.427711
8.139659,0.105833,0.427805
8.144661,0.106770,0.427948
8.149663,0.107439,0.428043
8.154665,0.108456,0.428187
8.159667,0.109220,0.428283
8.164669,0.110279,0.428429
8.169671,0.110819,0.428526
8.174673,0.111869,0.428672
8.179675,0.112363,0.428770
8.184677,0.113396,0.428918
8.189679,0.113941,0.429016
8.194681,0.115025,0.429165
8.199683,0.115454,0.429265
8.204685,0.072941,0.428353
8.209687,0.073808,0.428445
8.214689,0.074624,0.428583
8.219691,0.075244,0.428676
8.224693,0.076105,0.428816
8.229695,0.076704,0.428909
8.234697,0.077573,0.429050
8.239699,0.078189,0.429145
8.244701,0.079108,0.429287
8.249703,0.079732,0.429382
8.254705,0.080676,0.429525
8.259707,0.081221,0.429621
8.264709,0.082132,0.429766
8.269711,0.082921,0.429863
8.274714,0.083887,0.430009
8.279716,0.084505,0.430106
8.284718,0.085508,0.430254
8.289720,0.086174,0.430352
8.294722,0.087194,0.430501
8.299724,0.087896,0.430600
8.304726,0.073068,0.429691
8.309728,0.073341,0.429782
8.314730,0.074142,0.429920
8.319732,0.074590,0.430013
8.324734,0.075377,0.430152
8.329736,0.075761,0.430245
8.334738,0.076621,0.430386
8.339740,0.077234,0.430480
8.344742,0.078102,0.430621
8.349744,0.078639,0.430716
8.354746,0.079489,0.430859
8.359748,0.079995,0.430955
8.364750,0.080876,0.431099
8.369752,0.081359,0.431196
8.374754,0.082237,0.431341
8.379756,0.082980,0.431439
8.384758,0.083949,0.431585
8.389760,0.084644,0.431684
8.394762,0.085639,0.431832
8.399764,0.086407,0.431931
8.404766,0.035778,0.431024
8.409768,0.036253,0.431115
8.414770,0.036949,0.431253
8.419772,0.036972,0.431345
8.424774,0.037804,0.431484
8.429776,0.038348,0.431577
8.434778,0.039212,0.431717
8.439780,0.039801,0.431811
8.444782,0.040692,0.431952
8.449784,0.041284,0.432047
8.454786,0.042180,0.432189
8.459788,0.043005,0.432285
8.464790,0.044043,0.432428
8.469792,0.044464,0.432525
8.474794,0.045467,0.432669
8.479796,0.046028,0.432767
8.484798,0.047047,0.432913
8.489800,0.047798,0.433011
8.494802,0.048852,0.433158
8.499804,0.049227,0.433257
8.504807,0.049110,0.432353
8.509809,0.049171,0.432444
8.514811,0.049511,0.432582
8.519813,0.049654,0.432674
8.524815,0.050009,0.432812
8.529817,0.050107,0.432905
8.534819,0.050508,0.433044
8.539821,0.050770,0.433138
8.544823,0.051228,0.433278
8.549825,0.051547,0.433373
8.554827,0.052040,0.433515
8.559829,0.052298,0.433610
8.564831,0.052762,0.433753
8.569833,0.053205,0.433849
8.574835,0.053739,0.433994
8.579837,0.053791,0.434091
8.584839,0.054270,0.434236
8.589841,0.054234,0.434334
8.594843,0.054662,0.434481
8.599845,0.055049,0.434580
8.604847,0.071020,0.433679
8.609849,0.071453,0.433769
8.614851,0.072227,0.433906
8.619853,0.072726,0.433998
8.624855,0.073538,0.434136
8.629857,0.074023,0.434228
8.634859,0.074839,0.434367
8.639861,0.075392,0.434460
8.644863,0.076187,0.434601
8.649865,0.076728,0.434695
8.654867,0.077545,0.434836
8.659869,0.078077,0.434931
8.664871,0.078891,0.435074
8.669873,0.079461,0.435170
8.674875,0.080286,0.435314
8.679877,0.080590,0.435410
8.684879,0.081405,0.435556
8.689881,0.082012,0.435653
8.694883,0.082857,0.435800
8.699885,0.083059,0.435898
8.704887,0.075900,0.435000
8.709889,0.076316,0.435090
8.714891,0.076858,0.435226
8.719893,0.077168,0.435318
8.724895,0.077758,0.435455
8.729897,0.078332,0.435547
8.734900,0.078915,0.435686
8.739902,0.079339,0.435779
8.744904,0.079913,0.435919
8.749906,0.080313,0.436013
8.754908,0.080906,0.436154
8.759910,0.081139,0.436249
8.764912,0.081666,0.436391
8.769914,0.082252,0.436486
8.774916,0.082865,0.436630
8.779918,0.083472,0.436726
8.784920,0.084181,0.436871
8.789922,0.084550,0.436968
8.794924,0.085289,0.437114
8.799926,0.086392,0.437212
8.804928,0.097041,0.436317
8.809930,0.097070,0.436407
8.814932,0.097069,0.436543
8.819934,0.096919,0.436634
8.824936,0.096961,0.436771
8.829938,0.097029,0.436863
8.834940,0.097145,0.437001
8.839942,0.097225,0.437094
8.844944,0.097375,0.437233
8.849946,0.097503,0.437327
8.854948,0.097742,0.437468
8.859950,0.097817,0.437562
8.864952,0.098047,0.437704
8.869954,0.098238,0.437799
8.874956,0.098509,0.437942
8.879958,0.098593,0.438038
8.884960,0.098839,0.438183
8.889962,0.098744,0.438279
8.894964,0.098960,0.438425
8.899966,0.098599,0.438523
8.904968,0.081812,0.437630
8.909970,0.081656,0.437720
8.914972,0.081262,0.437855
8.919974,0.081025,0.437946
8.924976,0.080655,0.438083
8.929978,0.080305,0.438174
8.934980,0.079950,0.438312
8.939982,0.079704,0.438404
8.944984,0.079372,0.438544
8.949986,0.079215,0.438637
8.954988,0.078977,0.438777
8.959991,0.078875,0.438871
8.964993,0.078674,0.439013
8.969995,0.078798,0.439107
8.974997,0.078719,0.439250
8.979999,0.078748,0.439346
8.985001,0.078726,0.439490
8.990003,0.078564,0.439586
8.995005,0.078538,0.439732
9.000007,0.078125,0.439829
9.005009,0.059861,0.438939
9.010011,0.059002,0.439028
9.015013,0.058331,0.439163
9.020015,0.057806,0.439254
9.025017,0.057182,0.439390
9.030019,0.056761,0.439482
9.035021,0.056113,0.439619
9.040023,0.055621,0.439711
9.045025,0.055004,0.439850
9.050027,0.054609,0.439943
9.055029,0.054036,0.440083
9.060031,0.053632,0.440176
9.065033,0.053065,0.440318
9.070035,0.052777,0.440412
9.075037,0.052257,0.440554
9.080039,0.052000,0.440650
9.085041,0.051529,0.440794
9.090043,0.051206,0.440890
9.095045,0.050778,0.441035
9.100047,0.050600,0.441132
9.105049,0.082832,0.440244
9.110051,0.082331,0.440333
9.115053,0.081940,0.440468
9.120055,0.081725,0.440558
9.125057,0.081351,0.440694
9.130059,0.081229,0.440785
9.135061,0.080861,0.440922
9.140063,0.080709,0.441014
9.145065,0.080339,0.441152
9.150067,0.080117,0.441245
9.155069,0.079814,0.441384
9.160071,0.079627,0.441478
9.165073,0.079379,0.441619
9.170075,0.079186,0.441713
9.175077,0.078966,0.441855
9.180079,0.078711,0.441950
9.185081,0.078496,0.442093
9.190084,0.078304,0.442189
9.195086,0.078147,0.442334
9.200088,0.078045,0.442430
9.205090,0.082825,0.441545
9.210092,0.082763,0.441634
9.215094,0.082540,0.441768
9.220096,0.082449,0.441858
9.225098,0.082199,0.441994
9.230100,0.082079,0.442085
9.235102,0.081818,0.442221
9.240104,0.081645,0.442313
9.245106,0.081380,0.442451
9.250108,0.081207,0.442543
9.255110,0.080975,0.442682
9.260112,0.080837,0.442775
9.265114,0.080629,0.442916
9.270116,0.080495,0.443010
9.275118,0.080262,0.443151
9.280120,0.080085,0.443246
9.285122,0.079860,0.443389
