time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
2.979966,-0.111017,-0.035238,-0.023753,-0.077769
2.984966,-0.111129,-0.035710,-0.021355,-0.077987
2.989966,-0.111228,-0.036119,-0.018932,-0.081096
2.994965,-0.111316,-0.036601,-0.016469,-0.077944
2.999965,-0.111391,-0.036601,-0.013997,-0.068592
3.004965,-0.111453,-0.028834,-0.011401,-0.102827
3.009964,-0.111502,-0.029282,-0.008731,-0.100085
3.014964,-0.111537,-0.029875,-0.006003,-0.097000
3.019964,-0.111559,-0.030514,-0.003223,-0.085964
3.024963,-0.111567,-0.031024,-0.000349,-0.080505
3.029963,-0.111560,-0.031187,0.002564,-0.087021
3.034962,-0.111538,-0.031705,0.005509,-0.084193
3.039962,-0.111501,-0.032069,0.008482,-0.078876
3.044962,-0.111450,-0.032534,0.011528,-0.074106
3.049961,-0.111383,-0.032823,0.014591,-0.069851
3.054961,-0.111301,-0.033234,0.017643,-0.066351
3.059961,-0.111203,-0.033577,0.020756,-0.066721
3.064960,-0.111090,-0.033971,0.023846,-0.062681
3.069960,-0.110962,-0.034124,0.026956,-0.058115
3.074960,-0.110818,-0.034473,0.029991,-0.056223
3.079959,-0.110659,-0.034618,0.033058,-0.050593
3.084959,-0.110484,-0.034918,0.036123,-0.049482
3.089958,-0.110295,-0.034861,0.039167,-0.039814
3.094958,-0.110089,-0.035089,0.042279,-0.034697
3.099958,-0.109869,-0.035320,0.045320,-0.033573
3.104957,-0.109633,-0.032250,0.048324,0.023345
3.109957,-0.109383,-0.031986,0.051330,0.020362
3.114957,-0.109117,-0.031868,0.054229,0.019770
3.119956,-0.108838,-0.031647,0.056963,0.014389
3.124956,-0.108545,-0.031553,0.059496,0.019022
3.129956,-0.108241,-0.031475,0.061842,0.020218
3.134955,-0.107925,-0.031348,0.064058,0.022157
3.139955,-0.107598,-0.031260,0.066138,0.025553
3.144954,-0.107262,-0.031110,0.068063,0.025186
3.149954,-0.106916,-0.031009,0.069806,0.023363
3.154954,-0.106562,-0.030864,0.071397,0.025614
3.159953,-0.106201,-0.030673,0.072772,0.035183
3.164953,-0.105834,-0.030463,0.073945,0.035420
3.169953,-0.105461,-0.030129,0.074945,0.046688
3.174952,-0.105083,-0.029848,0.075812,0.048080
3.179952,-0.104702,-0.029724,0.076547,0.045596
3.184952,-0.104317,-0.029456,0.077157,0.042662
3.189951,-0.103930,-0.029559,0.077630,0.033862
3.194951,-0.103541,-0.029355,0.077967,0.033819
3.199950,-0.103150,-0.029205,0.078174,0.031314
3.204950,-0.102759,-0.039086,0.078264,0.030245
3.209950,-0.102368,-0.038859,0.078270,0.026353
3.214949,-0.101977,-0.038697,0.078229,0.027101
3.219949,-0.101586,-0.038462,0.078177,0.023600
3.224949,-0.101195,-0.038323,0.078139,0.021700
3.229948,-0.100804,-0.038213,0.078122,0.019327
3.234948,-0.100414,-0.038106,0.078131,0.018433
3.239948,-0.100023,-0.038021,0.078160,0.012701
3.244947,-0.099632,-0.037951,0.078202,0.010568
3.249947,-0.099241,-0.037892,0.078253,0.015632
3.254946,-0.098849,-0.037796,0.078316,0.016514
3.259946,-0.098458,-0.037642,0.078391,0.020547
3.264946,-0.098065,-0.037513,0.078484,0.021503
3.269945,-0.097673,-0.037455,0.078586,0.019839
3.274945,-0.097279,-0.037338,0.078685,0.020009
3.279945,-0.096886,-0.037195,0.078760,0.020996
3.284944,-0.096492,-0.037076,0.078797,0.019309
3.289944,-0.096098,-0.036956,0.078793,0.017094
3.294944,-0.095704,-0.036855,0.078760,0.015161
3.299943,-0.095310,-0.037119,0.078712,0.007175
3.304943,-0.094917,-0.033943,0.078671,0.023280
3.309942,-0.094524,-0.033763,0.078666,0.021572
3.314942,-0.094130,-0.033632,0.078715,0.021588
3.319942,-0.093736,-0.033566,0.078830,0.021812
3.324941,-0.093342,-0.033439,0.079020,0.021873
3.329941,-0.092946,-0.033434,0.079293,0.027121
3.334941,-0.092548,-0.033268,0.079634,0.031318
3.339940,-0.092149,-0.033143,0.080019,0.029541
3.344940,-0.091748,-0.032968,0.080423,0.027053
3.349940,-0.091344,-0.032834,0.080831,0.031530
3.354939,-0.090939,-0.032648,0.081218,0.031136
3.359939,-0.090532,-0.032583,0.081552,0.027661
3.364938,-0.090123,-0.032415,0.081821,0.027267
3.369938,-0.089714,-0.032305,0.082007,0.026195
3.374938,-0.089303,-0.032152,0.082100,0.026408
3.379937,-0.088893,-0.032174,0.082089,0.018316
3.384937,-0.088483,-0.032066,0.081957,0.015595
3.389937,-0.088074,-0.031836,0.081690,0.019515
3.394936,-0.087666,-0.031729,0.081290,0.015312
3.399936,-0.087261,-0.031685,0.080775,0.015573
3.404936,-0.086859,-0.023717,0.080159,0.087645
3.409935,-0.086461,-0.023077,0.079439,0.080349
3.414935,-0.086066,-0.022602,0.078615,0.076345
3.419935,-0.085675,-0.022286,0.077661,0.074954
3.424934,-0.085290,-0.021839,0.076525,0.073583
3.429934,-0.084912,-0.021543,0.075228,0.069239
3.434933,-0.084540,-0.021131,0.073763,0.066053
3.439933,-0.084176,-0.020880,0.072115,0.064598
3.444933,-0.083821,-0.020492,0.070286,0.064887
3.449932,-0.083475,-0.020239,0.068242,0.062368
3.454932,-0.083141,-0.019875,0.066025,0.058861
3.459932,-0.082818,-0.019665,0.063713,0.052359
3.464931,-0.082506,-0.019362,0.061279,0.046448
3.469931,-0.082207,-0.019220,0.058724,0.041118
3.474931,-0.081922,-0.018983,0.056037,0.035728
3.479930,-0.081650,-0.018842,0.053211,0.030483
3.484930,-0.081393,-0.018667,0.050245,0.025785
3.489929,-0.081151,-0.018522,0.047245,0.023672
3.494929,-0.080924,-0.018394,0.044203,0.016762
3.499929,-0.080712,-0.018475,0.041129,0.012032
3.504928,-0.080515,0.002692,0.038069,0.133801
3.509928,-0.080334,0.003333,0.035026,0.129052
3.514928,-0.080168,0.004094,0.031990,0.122609
3.519927,-0.080017,0.004613,0.028903,0.117896
3.524927,-0.079882,0.005314,0.025674,0.113243
3.529927,-0.079764,0.005718,0.022288,0.110730
3.534926,-0.079663,0.006369,0.018700,0.104456
3.539926,-0.079581,0.006803,0.014837,0.093318
3.544925,-0.079519,0.007350,0.010713,0.087914
3.549925,-0.079480,0.007696,0.006103,0.083031
3.554925,-0.079464,0.008174,0.001176,0.073361
3.559924,-0.079473,0.008463,-0.003955,0.067873
3.564924,-0.079509,0.008852,-0.009354,0.057428
3.569924,-0.079573,0.009058,-0.015140,0.049637
3.574923,-0.079666,0.009334,-0.021021,0.039628
3.579923,-0.079789,0.009374,-0.026853,0.028146
3.584923,-0.079940,0.009520,-0.032631,0.016381
3.589922,-0.080121,0.009465,-0.038492,0.007533
3.594922,-0.080331,0.009493,-0.044271,-0.002288
3.599921,-0.080570,0.009542,-0.049983,-0.008945
3.604921,-0.080837,0.013009,-0.055686,-0.171735
3.609921,-0.081132,0.012240,-0.061350,-0.176889
3.614920,-0.081456,0.011161,-0.066983,-0.185385
3.619920,-0.081807,0.010494,-0.072403,-0.190982
3.624920,-0.082185,0.009329,-0.077558,-0.200533
3.629919,-0.082587,0.008554,-0.082439,-0.211664
3.634919,-0.083013,0.007268,-0.086895,-0.219825
3.639919,-0.083459,0.006392,-0.090868,-0.226988
3.644918,-0.083925,0.005015,-0.094408,-0.233550
3.649918,-0.084406,0.004114,-0.097474,-0.231722
3.654917,-0.084901,0.002712,-0.100124,-0.237837
3.659917,-0.085409,0.001813,-0.102327,-0.239723
3.664917,-0.085926,0.000359,-0.104086,-0.247031
3.669916,-0.086451,-0.000785,-0.105418,-0.255194
3.674916,-0.086980,-0.002324,-0.106323,-0.259387
3.679916,-0.087514,-0.003546,-0.106758,-0.268064
3.684915,-0.088048,-0.005155,-0.106754,-0.268616
3.689915,-0.088580,-0.006177,-0.106330,-0.267888
3.694915,-0.089110,-0.007788,-0.105541,-0.268170
3.699914,-0.089634,-0.008819,-0.104434,-0.265628
3.704914,-0.090152,-0.011419,-0.103068,-0.208027
3.709913,-0.090663,-0.012165,-0.101495,-0.213121
3.714913,-0.091165,-0.013440,-0.099767,-0.211564
3.719913,-0.091659,-0.014404,-0.097922,-0.208218
3.724912,-0.092142,-0.015669,-0.095988,-0.212036
3.729912,-0.092616,-0.016529,-0.093952,-0.214828
3.734912,-0.093080,-0.017825,-0.091816,-0.219715
3.739911,-0.093532,-0.018706,-0.089499,-0.217423
3.744911,-0.093972,-0.020013,-0.087068,-0.216089
3.749911,-0.094400,-0.020923,-0.084584,-0.221905
3.754910,-0.094815,-0.022258,-0.081991,-0.225086
3.759910,-0.095217,-0.023191,-0.079194,-0.227593
3.764910,-0.095604,-0.024558,-0.076210,-0.228381
3.769909,-0.095976,-0.025313,-0.073078,-0.219303
3.774909,-0.096331,-0.026632,-0.069680,-0.221010
3.779908,-0.096669,-0.027238,-0.066181,-0.210783
3.784908,-0.096989,-0.028504,-0.062464,-0.209780
3.789908,-0.097290,-0.029364,-0.058695,-0.211813
3.794907,-0.097572,-0.030631,-0.054849,-0.208745
3.799907,-0.097834,-0.031394,-0.050748,-0.206117
3.804907,-0.098075,-0.015960,-0.046528,-0.126676
3.809906,-0.098294,-0.016518,-0.042129,-0.123919
3.814906,-0.098492,-0.017262,-0.037605,-0.122426
3.819906,-0.098666,-0.017776,-0.033086,-0.118556
3.824905,-0.098818,-0.018479,-0.028550,-0.115227
3.829905,-0.098948,-0.019007,-0.024248,-0.109642
3.834904,-0.099056,-0.019662,-0.020108,-0.107007
3.839904,-0.099145,-0.020100,-0.016211,-0.104941
3.844904,-0.099215,-0.020733,-0.012544,-0.106157
3.849903,-0.099267,-0.021151,-0.009093,-0.103833
3.854903,-0.099303,-0.021780,-0.005775,-0.104902
3.859903,-0.099322,-0.022183,-0.002670,-0.103238
3.864902,-0.099327,-0.022803,0.000250,-0.104847
3.869902,-0.099317,-0.023306,0.002930,-0.106784
3.874902,-0.099295,-0.023950,0.005476,-0.108910
3.879901,-0.099260,-0.024211,0.007870,-0.101348
3.884901,-0.099214,-0.024824,0.010150,-0.101135
3.889900,-0.099157,-0.025476,0.012355,-0.109213
3.894900,-0.099088,-0.026141,0.014551,-0.112022
3.899900,-0.099009,-0.026387,0.016711,-0.106462
3.904899,-0.098919,-0.021413,0.018888,-0.039201
3.909899,-0.098818,-0.021590,0.021059,-0.040723
3.914899,-0.098707,-0.021841,0.023161,-0.043606
3.919898,-0.098585,-0.022022,0.025234,-0.045206
3.924898,-0.098452,-0.022295,0.027258,-0.048957
3.929898,-0.098310,-0.022467,0.029213,-0.049560
3.934897,-0.098158,-0.022759,0.031048,-0.049928
3.939897,-0.097998,-0.022967,0.032743,-0.048928
3.944896,-0.097830,-0.023268,0.034222,-0.053381
3.949896,-0.097655,-0.023447,0.035510,-0.047956
3.954896,-0.097474,-0.023737,0.036601,-0.049820
3.959895,-0.097288,-0.023800,0.037521,-0.042123
3.964895,-0.097098,-0.024054,0.038284,-0.042960
3.969895,-0.096905,-0.024264,0.038908,-0.047550
3.974894,-0.096709,-0.024552,0.039440,-0.051794
3.979894,-0.096510,-0.024544,0.039914,-0.046805
3.984894,-0.096309,-0.024835,0.040338,-0.052611
3.989893,-0.096106,-0.024936,0.040729,-0.051966
3.994893,-0.095901,-0.025259,0.041097,-0.056559
3.999892,-0.095695,-0.025307,0.041458,-0.055369
4.004892,-0.095487,-0.021942,0.041816,-0.044126
4.009892,-0.095276,-0.021976,0.042148,-0.047778
4.014892,-0.095065,-0.022265,0.042441,-0.052734
4.019891,-0.094852,-0.022540,0.042680,-0.050512
4.024891,-0.094638,-0.022856,0.042857,-0.056262
4.029891,-0.094423,-0.023089,0.042980,-0.060578
4.034890,-0.094208,-0.023461,0.043075,-0.065946
4.039890,-0.093992,-0.023735,0.043174,-0.067582
4.044889,-0.093776,-0.024154,0.043319,-0.071882
4.049889,-0.093559,-0.024457,0.043562,-0.075089
4.054889,-0.093340,-0.024917,0.043937,-0.080427
4.059888,-0.093119,-0.025246,0.044529,-0.082849
4.064888,-0.092894,-0.025748,0.045378,-0.085032
4.069888,-0.092663,-0.026053,0.046506,-0.083107
4.074887,-0.092427,-0.026552,0.047945,-0.082790
4.079887,-0.092182,-0.026905,0.049758,-0.085189
4.084887,-0.091926,-0.027416,0.052029,-0.084878
4.089886,-0.091658,-0.027911,0.054855,-0.092945
4.094886,-0.091374,-0.028474,0.058184,-0.095657
4.099885,-0.091072,-0.028904,0.061985,-0.098685
4.104885,-0.090749,-0.019360,0.066368,0.026054
4.109885,-0.090402,-0.019250,0.071329,0.027428
4.114884,-0.090030,-0.019075,0.076712,0.031179
4.119884,-0.089629,-0.018937,0.082354,0.029609
4.124884,-0.089200,-0.018748,0.088265,0.034515
4.129883,-0.088740,-0.018619,0.094426,0.038524
4.134883,-0.088249,-0.018379,0.100853,0.043831
4.139883,-0.087725,-0.018199,0.107389,0.046021
4.144882,-0.087168,-0.017915,0.114010,0.049696
4.149882,-0.086578,-0.017731,0.120774,0.047604
4.154881,-0.085953,-0.017446,0.127743,0.048021
4.159881,-0.085294,-0.017242,0.134630,0.049744
4.164881,-0.084600,-0.016936,0.141505,0.051490
4.169880,-0.083872,-0.016713,0.148441,0.054841
4.174880,-0.083108,-0.016375,0.155515,0.059168
4.179880,-0.082309,-0.016120,0.162935,0.061969
4.184879,-0.081470,-0.015752,0.170988,0.064914
4.189879,-0.080590,-0.015607,0.179567,0.065487
4.194879,-0.079664,-0.015198,0.189003,0.074266
4.199878,-0.078689,-0.014865,0.198860,0.077319
4.204878,-0.077665,-0.003007,0.208946,0.201619
4.209877,-0.076589,-0.002187,0.219416,0.206579
4.214877,-0.075460,-0.000944,0.230208,0.212950
4.219877,-0.074274,-0.000062,0.241769,0.216857
4.224876,-0.073031,0.001263,0.253030,0.224955
4.229876,-0.071733,0.002201,0.264101,0.228309
4.234876,-0.070379,0.003593,0.275033,0.239332
4.239875,-0.068972,0.004564,0.285890,0.244121
4.244875,-0.067509,0.006041,0.296790,0.249818
4.249875,-0.065993,0.007040,0.307698,0.254637
4.254874,-0.064420,0.008585,0.319118,0.262875
4.259874,-0.062790,0.009613,0.330818,0.266628
4.264874,-0.061101,0.011228,0.342367,0.274416
4.269873,-0.059355,0.012333,0.353748,0.281168
4.274873,-0.057552,0.014042,0.365111,0.290919
4.279872,-0.055692,0.015201,0.376627,0.296485
4.284872,-0.053773,0.016999,0.388489,0.304844
4.289872,-0.051794,0.018368,0.400945,0.315440
4.294871,-0.049751,0.020283,0.413794,0.326077
4.299871,-0.047643,0.021492,0.426754,0.332399
4.304871,-0.045470,0.029710,0.439624,0.372515
4.309870,-0.043233,0.031221,0.452522,0.379691
4.314870,-0.040932,0.033520,0.465567,0.393784
4.319870,-0.038565,0.035051,0.478645,0.405159
4.324869,-0.036132,0.037515,0.491734,0.420146
4.329869,-0.033635,0.039225,0.504662,0.425156
4.334868,-0.031072,0.041798,0.517767,0.434634
4.339868,-0.028444,0.043543,0.530908,0.445573
4.344868,-0.025750,0.046241,0.544169,0.456256
4.349867,-0.022988,0.048084,0.557824,0.467984
4.354867,-0.020159,0.050926,0.571301,0.482085
4.359867,-0.017261,0.052879,0.585130,0.489325
4.364866,-0.014292,0.055843,0.599463,0.504485
4.369866,-0.011252,0.057837,0.613821,0.509948
4.374866,-0.008140,0.060920,0.628060,0.521179
4.379865,-0.004957,0.062950,0.642382,0.523439
4.384865,-0.001702,0.066108,0.656482,0.533700
4.389864,0.001623,0.068255,0.670873,0.545267
4.394864,0.005021,0.071559,0.685343,0.558987
4.399864,0.008491,0.073866,0.699864,0.569632
4.404863,0.012036,0.081960,0.715054,0.617100
4.409863,0.015657,0.084487,0.730402,0.624263
4.414863,0.019356,0.088263,0.745963,0.638038
4.419862,0.023132,0.090799,0.761272,0.648035
4.424862,0.026983,0.094727,0.776152,0.664419
4.429862,0.030908,0.097410,0.790925,0.677052
4.434861,0.034906,0.101512,0.805560,0.697763
4.439861,0.038978,0.104305,0.820013,0.702899
4.444860,0.043121,0.108545,0.834483,0.716324
4.449860,0.047338,0.111426,0.849308,0.724741
4.454860,0.051628,0.115801,0.863941,0.738974
4.459859,0.055993,0.118734,0.878833,0.747249
4.464859,0.060432,0.123251,0.893958,0.762197
4.469859,0.064948,0.126311,0.909363,0.773157
4.474858,0.069541,0.130978,0.924608,0.788548
4.479858,0.074209,0.134172,0.939690,0.798896
4.484858,0.078953,0.138993,0.954925,0.815324
4.489857,0.083772,0.142351,0.969736,0.826874
4.494857,0.088665,0.147337,0.984584,0.841139
4.499856,0.093633,0.150776,0.999594,0.849395
4.504856,0.098676,0.152401,1.014595,0.865639
4.509856,0.103794,0.155873,1.029439,0.871111
4.514855,0.108986,0.161124,1.044696,0.884747
4.519855,0.114256,0.164681,1.059986,0.895450
4.524855,0.119602,0.170070,1.075366,0.906602
4.529854,0.125025,0.173707,1.090804,0.917635
4.534854,0.130524,0.179246,1.105851,0.934628
4.539854,0.136099,0.182996,1.121016,0.948598
4.544853,0.141749,0.188723,1.135912,0.962939
4.549853,0.147473,0.192578,1.150808,0.968269
4.554852,0.153272,0.198423,1.165682,0.985390
4.559852,0.159144,0.202373,1.180282,0.993988
4.564852,0.165089,0.208361,1.194792,1.006439
4.569851,0.171106,0.212379,1.209041,1.014750
4.574851,0.177194,0.218504,1.223392,1.032313
4.579851,0.183354,0.222642,1.237672,1.041481
4.584850,0.189585,0.228918,1.251724,1.056866
4.589850,0.195885,0.233140,1.265490,1.064796
4.594850,0.202253,0.239560,1.279290,1.075802
4.599849,0.208691,0.243866,1.292951,1.084122
4.604849,0.215197,0.273366,1.306608,1.245273
4.609848,0.221771,0.278346,1.320235,1.251183
4.614848,0.228412,0.285873,1.333585,1.260578
4.619848,0.235119,0.290924,1.346524,1.268257
4.624847,0.241889,0.298556,1.359127,1.280160
4.629847,0.248722,0.303680,1.371290,1.287622
4.634847,0.255613,0.311417,1.382964,1.295181
4.639846,0.262562,0.316605,1.394180,1.301554
4.644846,0.269565,0.324436,1.404921,1.310204
4.649846,0.276621,0.329678,1.415358,1.311546
4.654845,0.283729,0.337563,1.425542,1.320212
4.659845,0.290887,0.342832,1.435803,1.324399
4.664845,0.298096,0.350789,1.445839,1.330669
4.669844,0.305355,0.356097,1.455688,1.333640
4.674844,0.312663,0.364123,1.465518,1.344105
4.679843,0.320020,0.369513,1.475229,1.347376
4.684843,0.327424,0.377602,1.484606,1.352842
4.689843,0.334875,0.383025,1.493876,1.356188
4.694842,0.342372,0.391180,1.502942,1.366467
4.699842,0.349913,0.396676,1.511575,1.373778
4.704842,0.357496,0.386619,1.519868,1.367684
4.709841,0.365119,0.392066,1.527785,1.370475
4.714841,0.372781,0.400301,1.535534,1.378755
4.719841,0.380482,0.405822,1.543206,1.383123
4.724840,0.388221,0.414130,1.550798,1.388875
4.729840,0.395998,0.419690,1.558663,1.392438
4.734839,0.403815,0.428060,1.566687,1.398594
4.739839,0.411673,0.433655,1.574711,1.398814
4.744839,0.419571,0.442054,1.583051,1.402896
4.749838,0.427512,0.447669,1.591636,1.406199
4.754838,0.435497,0.456116,1.600434,1.411766
4.759838,0.443526,0.461764,1.609439,1.414468
4.764837,0.451601,0.470270,1.618603,1.423834
4.769837,0.459721,0.475967,1.627859,1.431906
4.774837,0.467888,0.484572,1.637091,1.437604
4.779836,0.476101,0.490332,1.646253,1.441748
4.784836,0.484360,0.499008,1.655545,1.452904
4.789835,0.492666,0.504824,1.664901,1.456862
4.794835,0.501019,0.513575,1.674395,1.461841
4.799835,0.509421,0.519443,1.684317,1.467393
4.804834,0.517872,0.545169,1.694337,1.603540
4.809834,0.526374,0.551593,1.704386,1.608251
4.814834,0.534927,0.561263,1.714766,1.618416
4.819833,0.543532,0.567740,1.724929,1.621472
4.824833,0.552187,0.577477,1.735055,1.626263
4.829833,0.560891,0.583992,1.744772,1.631151
4.834832,0.569644,0.593799,1.754185,1.640889
4.839832,0.578442,0.600366,1.763306,1.645350
4.844831,0.587285,0.610246,1.772171,1.649974
4.849831,0.596172,0.616850,1.780743,1.652498
4.854831,0.605100,0.626769,1.789016,1.652703
4.859830,0.614070,0.633385,1.797213,1.657482
4.864830,0.623080,0.643325,1.805160,1.658748
4.869830,0.632129,0.649956,1.812776,1.662011
4.874829,0.641215,0.659936,1.820082,1.664844
4.879829,0.650337,0.666591,1.827133,1.666784
4.884829,0.659493,0.676602,1.834015,1.670211
4.889828,0.668684,0.683277,1.840843,1.669454
4.894828,0.677908,0.693295,1.847614,1.669048
4.899827,0.687167,0.699976,1.854450,1.671201
4.904827,0.696460,0.719591,1.861572,1.786798
4.909827,0.705791,0.726749,1.869047,1.789943
4.914826,0.715159,0.737492,1.876913,1.789287
4.919826,0.724567,0.744639,1.884794,1.792441
4.924826,0.734014,0.755394,1.892442,1.792949
4.929825,0.743499,0.762566,1.899887,1.793439
4.934825,0.753021,0.773342,1.907261,1.797980
4.939825,0.762579,0.780539,1.914432,1.804224
4.944824,0.772171,0.791370,1.921273,1.808349
4.949824,0.781797,0.798607,1.927755,1.812476
4.954823,0.791455,0.809487,1.933883,1.815417
4.959823,0.801142,0.816752,1.939718,1.816450
4.964823,0.810857,0.827664,1.945385,1.819400
4.969822,0.820601,0.834936,1.950890,1.816860
4.974822,0.830371,0.845854,1.956204,1.822575
4.979822,0.840168,0.853140,1.961373,1.828088
4.984821,0.849990,0.864115,1.966445,1.831159
4.989821,0.859837,0.871447,1.971473,1.832006
4.994821,0.869710,0.882437,1.976497,1.830985
4.999820,0.879607,0.889770,1.981472,1.831101
5.004820,0.889530,0.918617,1.986558,1.919202
5.009820,0.899478,0.926284,1.991780,1.919070
5.014819,0.909453,0.937804,1.996968,1.920964
5.019819,0.919454,0.945490,2.002385,1.923366
5.024818,0.929482,0.957039,2.007878,1.927189
5.029818,0.939537,0.964753,2.013128,1.927788
5.034818,0.949618,0.976324,2.018126,1.929792
5.039817,0.959723,0.984043,2.022872,1.928466
5.044817,0.969851,0.995617,2.027275,1.928849
5.049817,0.979999,1.003332,2.031321,1.926007
5.054816,0.990167,1.014887,2.035080,1.925606
5.059816,1.000354,1.022593,2.038583,1.926624
5.064816,1.010556,1.034147,2.041671,1.923797
5.069815,1.020772,1.041842,2.044307,1.922755
5.074815,1.031001,1.053373,2.046571,1.920714
5.079814,1.041239,1.061058,2.048424,1.922668
5.084814,1.051486,1.072586,2.049854,1.916611
5.089814,1.061738,1.080243,2.050957,1.910855
5.094813,1.071996,1.091695,2.051761,1.905107
5.099813,1.082256,1.099313,2.052294,1.902686
5.104813,1.092519,1.138703,2.052585,2.040248
5.109812,1.102782,1.146860,2.052613,2.039244
5.114812,1.113044,1.159086,2.052347,2.035805
5.119812,1.123304,1.167220,2.051748,2.029491
5.124811,1.133560,1.179381,2.050746,2.021267
5.129811,1.143810,1.187461,2.049290,2.018584
5.134810,1.154050,1.199561,2.047231,2.012681
5.139810,1.164279,1.207609,2.044627,2.006174
5.144810,1.174492,1.219625,2.041380,1.996351
5.149809,1.184688,1.227606,2.037473,1.990605
5.154809,1.194861,1.239525,2.032707,1.978336
5.159809,1.205009,1.247436,2.027431,1.972749
5.164808,1.215129,1.259249,2.021559,1.962012
5.169808,1.225217,1.267089,2.015026,1.953894
5.174808,1.235272,1.278783,2.007969,1.938821
5.179807,1.245289,1.286525,2.000560,1.929419
5.184807,1.255269,1.298068,1.992883,1.914152
5.189806,1.265210,1.305721,1.984894,1.904812
5.194806,1.275110,1.317128,1.976751,1.893497
5.199806,1.284968,1.324686,1.968095,1.880319
5.204805,1.294782,1.339850,1.959194,1.881492
5.209805,1.304551,1.347366,1.950304,1.870993
5.214805,1.314276,1.358569,1.941476,1.856774
5.219804,1.323956,1.365984,1.932179,1.846110
5.224804,1.333587,1.377029,1.922361,1.829874
5.229804,1.343170,1.384338,1.912719,1.819921
5.234803,1.352705,1.395224,1.903001,1.803459
5.239803,1.362190,1.402424,1.893309,1.790836
5.244802,1.371628,1.413144,1.883720,1.776818
5.249802,1.381018,1.420239,1.874258,1.765572
5.254802,1.390360,1.430797,1.864217,1.746270
5.259801,1.399650,1.437768,1.854159,1.734894
5.264801,1.408891,1.448148,1.844236,1.720140
5.269801,1.418083,1.455016,1.834473,1.708671
5.274800,1.427227,1.465246,1.824924,1.698200
5.279800,1.436322,1.472027,1.815138,1.687819
5.284800,1.445369,1.482127,1.805362,1.673542
5.289799,1.454367,1.488813,1.795836,1.663564
5.294799,1.463318,1.498763,1.786335,1.645667
5.299798,1.472221,1.505337,1.777009,1.633850
5.304798,1.481078,1.522176,1.767629,1.684141
5.309798,1.489888,1.528902,1.758319,1.673092
5.314797,1.498652,1.538913,1.749029,1.657188
5.319797,1.507370,1.545533,1.739868,1.648801
5.324797,1.516041,1.555395,1.730488,1.633762
5.329796,1.524665,1.561918,1.720848,1.621574
5.334796,1.533240,1.571615,1.711223,1.606944
5.339796,1.541767,1.578034,1.701581,1.596374
5.344795,1.550246,1.587578,1.691888,1.576862
5.349795,1.558677,1.593883,1.682207,1.567489
5.354795,1.567059,1.603256,1.672694,1.550863
5.359794,1.575394,1.609446,1.663290,1.539234
5.364794,1.583683,1.618650,1.653879,1.524159
5.369793,1.591923,1.624729,1.644269,1.513223
5.374793,1.600116,1.633772,1.634683,1.495460
5.379793,1.608261,1.639755,1.625357,1.484517
5.384792,1.616360,1.648625,1.616013,1.468080
5.389792,1.624412,1.654487,1.606865,1.459738
5.394792,1.632420,1.663211,1.597978,1.442782
5.399791,1.640384,1.668980,1.589181,1.431200
5.404791,1.648303,1.692210,1.580214,1.559731
5.409791,1.656177,1.698405,1.571457,1.549728
5.414790,1.664009,1.707676,1.562879,1.536151
5.419790,1.671798,1.713799,1.554495,1.526721
5.424789,1.679545,1.722929,1.546057,1.511675
5.429789,1.687250,1.728954,1.537604,1.503115
5.434789,1.694912,1.737949,1.528857,1.490798
5.439788,1.702530,1.743901,1.519882,1.479656
5.444788,1.710101,1.752751,1.510689,1.466342
5.449788,1.717627,1.758601,1.501349,1.451962
5.454787,1.725104,1.767279,1.491471,1.436724
5.459787,1.732531,1.773009,1.481319,1.423813
5.464787,1.739907,1.781525,1.471051,1.409212
5.469786,1.747231,1.787169,1.460772,1.401574
5.474786,1.754504,1.795544,1.450409,1.384884
5.479785,1.761725,1.801056,1.440019,1.373157
5.484785,1.768893,1.809267,1.429139,1.358959
5.489785,1.776007,1.814702,1.418532,1.347557
5.494784,1.783068,1.822764,1.408066,1.334383
5.499784,1.790077,1.828122,1.397891,1.323307
5.504784,1.797037,1.841888,1.387924,1.345364
5.509783,1.803947,1.847294,1.378053,1.334096
5.514783,1.810808,1.855263,1.368283,1.318488
5.519783,1.817620,1.860511,1.358538,1.310796
5.524782,1.824384,1.868355,1.349131,1.299977
5.529782,1.831102,1.873526,1.339858,1.291119
5.534781,1.837774,1.881245,1.330775,1.277722
5.539781,1.844401,1.886351,1.321858,1.267922
5.544781,1.850984,1.893930,1.312987,1.256203
5.549780,1.857522,1.898949,1.304112,1.246556
5.554780,1.864016,1.906407,1.295443,1.235301
5.559780,1.870468,1.911355,1.286896,1.225832
5.564779,1.876877,1.918682,1.278571,1.210159
5.569779,1.883245,1.923470,1.270349,1.200470
5.574779,1.889573,1.930653,1.262286,1.190545
5.579778,1.895860,1.935378,1.254342,1.179226
5.584778,1.902107,1.942424,1.246146,1.163102
5.589777,1.908314,1.947101,1.238173,1.155675
5.594777,1.914481,1.954007,1.230181,1.143365
5.599777,1.920608,1.958577,1.222208,1.136526
5.604776,1.926695,1.976851,1.214226,1.142553
5.609776,1.932742,1.981420,1.206267,1.133866
5.614776,1.938751,1.988200,1.198558,1.122113
5.619775,1.944721,1.992689,1.191044,1.113727
5.624775,1.950654,1.999349,1.183646,1.100418
